country,region,habitatcode,habitatname,priority,range_surface_area,range_trend,complementary_favourable_range,complementary_favourable_range_q,coverage_surface_area,coverage_surface_area_min,coverage_surface_area_max,coverage_trend,complementary_favourable_area,complementary_favourable_area_q,method_range,conclusion_range,method_area,conclusion_area,method_structure,conclusion_structure,method_future,conclusion_future,method_assessment,conclusion_assessment,conclusion_assessment_trend,conclusion_assessment_prev,conclusion_assessment_trend_prev,conclusion_assessment_change,conclusion_assessment_trend_change,target1,future_range,future_area,future_structure,backcasted_2007,hab_condition_trend,hab_condition_good_best,hab_condition_good_min,hab_condition_good_max,hab_condition_notgood_best,hab_condition_notgood_min,hab_condition_notgood_max,hab_condition_unknown_best,hab_condition_unknown_min,hab_condition_unknown_max,use_for_statistics
EU28,ATL,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,306860.35,S,306860.35,mt,769.8,502.5,1037.3,S,769.8,mt,1,U1,1,U1,2XA,U2,2XA,U2,MTX,U2,D,U1,I,gen,nong,C,poor,poor,bad,U1,Unk,258.33,150.86,365.79,372.14,161.15,583.12,161.54,38.81,284.27,Yes
EU28,PAN,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,32525.84,,,,,,,,,,2GD,FV,2GD,U1,2GD,U2,2GD,U2,MTX,U2,D,U1,S,nong,nong,C,,,,U1,,,,,,,,,,,Yes
EU28,STE,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,3400,S,3400,aeq,1700,1700,1700,S,1700,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,nc,nc,A=,good,good,good,FV,S,1550,1400,1700,0,,,0,,,Yes
EU28,MAC,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,2300,S,2300,aeq,63,60,70,S,63,aeq,0MS,FV,0MS,FV,0MS,U1,0MS,FV,MTX,U1,S,U1,S,nc,nc,D,good,good,poor,U1,S,25,25,28,35,28,42,0,,,Yes
EU28,MED,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,65816,D,,,,,,,,,2GD,U2,2GD,U1,2GD,U1,2GD,U2,MTX,U2,D,U1,S,gen,nong,C,,,,U1,,,,,,,,,,,Yes
EU28,BLS,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,1100,I,1100,aeq,800,,,I,800,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,nc,nc,A=,good,good,good,FV,S,450,200,700,25,0,50,25,0,50,Yes
EU28,CON,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,275381,,,,,,,,,,2GD,U1,2GD,U2,2GD,U1,2GD,U2,MTX,U2,D,U2,S,nc,gen,C,,,,U2,,,,,,,,,,,Yes
EU28,BOR,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,276987,S,276987,aeq,5224.3,5224.3,5224.3,S,5224.3,aeq,1,FV,1,FV,2XA,U1,2XA,U1,MTX,U1,S,U1,D,nc,nong,D,,,,U1,,1928.2,1928.2,1928.2,496.7,496.7,496.7,2799.4,2799.4,2799.4,Yes
EU28,ALP,3190,Lakes of gypsum karst,N,27,S,27,,0.13,0.13,0.13,S,0.13,,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,nc,nc,A=,good,good,good,FV,S,0.13,,,0,,,0,,,Yes
EU28,CON,3190,Lakes of gypsum karst,N,,,,,,,,,,,0MS,FV,0MS,FV,0MS,U2,0MS,U2,MTX,U2,D,U1,S,nong,nong,C,,,,U1,,,,,,,,,,,Yes
EU28,ATL,3190,Lakes of gypsum karst,N,469,Unk,649,,0.04,0.04,0.04,Unk,0.04,,0MS,XX,0MS,XX,0MS,U2,0MS,XX,MTX,U2,Unk,,,nong,nong,D,unknown,unknown,unknown,,Unk,,,,,0.04,0.04,0,,,Yes
EU28,BOR,3190,Lakes of gypsum karst,N,,,,,,,,,,,0EQ,FV,0EQ,FV,0EQ,XX,2XA,XX,MTX,XX,Unk,XX,Unk,nc,nc,D,,,,XX,,,,,,,,,,,Yes
EU28,ALP,3210,Fennoscandian natural rivers,N,85200,S,85200,aeq,565,565,565,S,565,aeq,0EQ,FV,0EQ,FV,2XA,FV,2XA,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,S,552.5,552.5,552.5,2.5,2.5,2.5,10,10,10,Yes
EU28,CON,3210,Fennoscandian natural rivers,N,7200,S,7200,,4,4,4,S,4,,0MS,FV,0MS,FV,0MS,U1,0MS,U1,MTX,U1,D,U1,D,nc,nc,C,good,good,good,U1,D,0.4,0.4,0.4,0.93,0.93,0.93,2.67,2.67,2.67,Yes
EU28,BOR,3210,Fennoscandian natural rivers,N,529800,S,529800,aeq,990,990,990,S,190,aeq,0EQ,FV,0EQ,FV,0EQ,U1,0EQ,U1,MTX,U1,S,U1,S,nc,nc,D,good,good,poor,U1,S,479,336,623,193,147,239,127.15,127,127.3,Yes
EU28,CON,3280,Constantly flowing Mediterranean rivers with Paspalo-Agrostidion species and hanging curtains of Salix and Populus alba,N,15200,D,,x,7.77,7.2,8.34,D,,mt,0MS,XX,0MS,U1,0MS,U1,0MS,U1,MTX,U1,Unk,XX,Unk,nong,nong,D,unknown,poor,poor,U1,S,,4.84,4.84,,1.39,1.39,,,,Yes
EU28,ALP,3280,Constantly flowing Mediterranean rivers with Paspalo-Agrostidion species and hanging curtains of Salix and Populus alba,N,2600,D,,x,,16.49,16.53,S,,x,0MS,XX,0MS,XX,0MS,U1,0MS,XX,MTX,U1,Unk,XX,Unk,nong,nong,D,unknown,unknown,poor,XX,S,,9.69,9.69,,3.19,3.19,,,,Yes
EU28,MED,3280,Constantly flowing Mediterranean rivers with Paspalo-Agrostidion species and hanging curtains of Salix and Populus alba,N,168366.5,D,,x,181.32,153.59,209.04,D,,x,2XA,U2,2XA,U1,2XA,U1,2XA,U2,MTX,U2,Unk,U1,S,nong,nong,D,poor,good,poor,U2,S,,,,,,,,,,Yes
EU28,ALP,4020,Temperate Atlantic wet heaths with Erica ciliaris and Erica tetralix,Y,1500,S,1500,aeq,0.29,,,D,0.29,aeq,0MS,FV,0MS,U2,0MS,XX,0MS,FV,MTX,U2,Unk,U1,Unk,gen,nc,C,,,,U1,Unk,0.03,,,0,,,0.26,,,Yes
EU28,CON,4020,Temperate Atlantic wet heaths with Erica ciliaris and Erica tetralix,Y,,S,,,1.3,,,S,1.3,mt,0MS,U1,0MS,U1,0MS,XX,0MS,U1,MTX,U1,S,U2,D,nong,nong,D,,,,U1,Unk,0,,,0,,,1.3,,,Yes
EU28,ATL,4020,Temperate Atlantic wet heaths with Erica ciliaris and Erica tetralix,Y,145417,S,145417,aeq,1138,1033,1243,,1167,lt,0EQ,FV,2XA,XX,1,U1,2XA,U1,MTX,U1,S,U2,Unk,nong,nong,D,,,,U2,D,,230,408,,30,60,,773,775,Yes
EU28,MED,4020,Temperate Atlantic wet heaths with Erica ciliaris and Erica tetralix,Y,76600,Unk,76600,aeq,,,,,,,1,XX,2GD,U1,2GD,U2,2GD,U2,MTX,U2,Unk,U1,Unk,nong,nc,D,,,,U1,,,,,,,,,,,Yes
EU28,MED,5330,Thermo-Mediterranean and pre-desert scrub,N,502560,I,502560,aeq,11722.8,10920.2,12525.4,D,11722.8,aeq,2GD,XX,2GD,XX,2GD,U1,2GD,U2,MTX,U2,Unk,U1,D,nong,nong,D,good,poor,poor,U1,Unk,,,,,,,,,,Yes
EU28,MAC,5330,Thermo-Mediterranean and pre-desert scrub,N,6956,D,7652,aeq,685,682,686,S,685,aeq,1,U1,1,FV,0EQ,U1,2XA,FV,MTX,U1,S,U1,Unk,nc,nong,D,,,,U1,S,265,265,265,140,140,140,280,280,280,Yes
EU28,CON,5330,Thermo-Mediterranean and pre-desert scrub,N,4500,I,4500,aeq,9.65,3.17,16.13,D,9.65,mt,0MS,FV,0MS,U1,0MS,FV,0MS,FV,MTX,U1,S,FV,S,nong,nong,D,good,good,good,FV,S,3.1,3.1,3.1,0.001,0.001,0.001,,0,,Yes
EU28,BLS,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,5200,Unk,5200,,0.86,,,Unk,0.86,,0MS,XX,0MS,XX,0MS,XX,0MS,U1,MTX,U1,Unk,U1,S,nc,nong,D,,,,U1,Unk,0,,,0,,,0.86,,,Yes
EU28,MED,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,180543,I,180543,aeq,,,,,,,1,FV,2GD,U2,2GD,U1,2GD,XX,MTX,U2,Unk,U1,Unk,nong,nc,D,,,,U1,,,,,,,,,,,Yes
EU28,ATL,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,33450,S,20032,aeq,24.95,9.85,40.1,D,,,0EQ,FV,2XA,U1,1,U1,2XA,U1,MTX,U1,D,U1,S,nc,nong,C,,,,U1,D,,6.7,29.4,,2.2,9.9,,0.9,3.7,Yes
EU28,BOR,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,11814,S,11814,aeq,10.03,,,S,,,0EQ,FV,2XA,FV,0EQ,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,D,6,,,4,,,0,,,Yes
EU28,CON,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,264833,Unk,271197.4,lt,269.2,225,312,D,283.57,lt,1,U1,1,U1,2XA,XX,2XA,U1,MTX,U1,Unk,U1,D,nc,nong,D,,,,U1,,124,,,33,,,32,,,Yes
EU28,PAN,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,6095,,6095,aeq,0.47,0.32,0.62,,0.51,lt,2XA,FV,2XA,U1,2XA,FV,2XA,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,,,0.27,0.57,,0,0,,0.04,0.04,Yes
EU28,ALP,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,100200.57,S,101760.57,lt,203.2,181,226,I,203.37,lt,1,FV,1,FV,2XA,XX,2XA,FV,MTX,FV,I,U1,S,nong,nong,A=,,,,U1,S,98,,,0.5,,,79,,,Yes
EU28,MAC,6180,Macaronesian mesophile grasslands,N,4100,S,4100,aeq,180,120,200,S,180,aeq,0MS,FV,0MS,U1,1,U2,0MS,U1,MTX,U2,S,U1,S,nong,nc,D,,,,U1,S,,20,40,,100,160,,0,0,Yes
EU28,PAN,6260,Pannonic sand steppes,Y,35673.22,S,35673.22,aeq,405.62,385.62,425.62,S,446.1,lt,1,FV,1,U1,1,U2,2XA,U2,MTX,U2,D,U1,D,gen,nc,C,,,,U1,D,,115.17,127.17,,228.36,252.36,,42.1,46.1,Yes
EU28,MED,6260,Pannonic sand steppes,Y,,,,,3.19,,,Unk,3.19,aeq,0MS,XX,0MS,XX,0MS,XX,0MS,XX,MTX,XX,Unk,XX,Unk,nc,nc,D,,,,XX,Unk,,,,,,,3.19,,,Yes
EU28,CON,6260,Pannonic sand steppes,Y,1300,D,,,3.84,,,S,,,2XA,U1,2XA,U2,1,U1,2XA,U2,MTX,U2,Unk,U2,I,nc,nong,D,,,,U2,Unk,2.45,,,0.71,,,0.63,,,Yes
EU28,ATL,7110,Active raised bogs,Y,132812.27,S,132821,mt,285.38,260.38,310.38,D,310.38,mmt,1,U1,1,U2,1,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,poor,bad,bad,U2,I,36.24,27.17,45.3,130.56,113.01,148.11,129.44,114.32,144.57,Yes
EU28,BOR,7110,Active raised bogs,Y,621035,S,621035,,7706.81,7578.22,7835.4,S,7713.81,mt,0EQ,FV,0EQ,U1,1,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,good,poor,bad,U2,D,2826,3292,2361.8,630.67,511.6,749.74,3642.74,3533.48,3752,Yes
EU28,CON,7110,Active raised bogs,Y,122290,S,122290,,148.7,123.7,173.72,Unk,151.7,mt,2XA,XX,2XA,U1,2XA,U1,2XA,U1,MTX,U1,D,U2,D,nong,nc,C,poor,poor,poor,U2,D,70.5,46.3,94.69,51.67,27.93,75.42,49.64,37.2,62.08,Yes
EU28,PAN,7110,Active raised bogs,Y,90,S,90,mt,0.03,,,D,0.03,mmt,0MS,U1,0MS,U2,0MS,U2,0MS,U2,MTX,U2,D,U2,S,nc,gen,C,poor,bad,bad,U2,D,0.15,0.15,0.15,0.15,0.15,0.15,0,0,0,Yes
EU28,ALP,7110,Active raised bogs,Y,69522,I,69522.2,,25.81,19.92,31.69,D,25.81,mmt,1,FV,1,U2,1,U2,2GD,U2,MTX,U2,D,U1,D,nong,nc,C,good,bad,bad,U1,D,15.45,10.78,20.15,58.31,5.48,111.15,6.09,1.49,10.69,Yes
EU28,MAC,7110,Active raised bogs,Y,2800,S,2800,aeq,75,60,80,D,75,mt,0MS,FV,0MS,U2,0MS,U1,0MS,U1,MTX,U2,S,U2,S,nc,nc,D,good,poor,poor,U2,S,21.5,18,25,48.5,42,55,0,0,0,Yes
EU28,MED,7110,Active raised bogs,Y,8500,D,8500,,6.41,2.41,10.41,D,6.41,aeq,1,U1,1,U2,0EQ,U1,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,unknown,poor,poor,U2,Unk,6.15,2.15,10.15,5.4,1.2,6.6,5.12,1.12,9.12,Yes
EU28,BOR,7160,Fennoscandian mineral-rich springs and springfens,N,870997,S,870997,,72.65,71.85,73.46,D,80.66,,0EQ,FV,1,U2,2XA,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,good,poor,bad,U2,D,25.4,22.9,27.9,32.9,30.4,35.4,14.5,13.69,15.3,Yes
EU28,CON,7160,Fennoscandian mineral-rich springs and springfens,N,21400,S,21400,,0.16,,,D,0.2,,0MS,FV,0MS,U2,0MS,U2,0MS,U2,MTX,U2,D,U2,S,nc,nong,C,good,bad,bad,U2,D,,0.067,0.067,0.058,0.058,0.058,,0.035,0.035,Yes
EU28,ALP,7160,Fennoscandian mineral-rich springs and springfens,N,114500,S,114500,,23,,,S,23,,0EQ,FV,0EQ,FV,0EQ,FV,0EQ,FV,MTX,FV,S,FV,Unk,nc,nong,A=,good,good,good,FV,S,22.4,21.8,23,0,0,0,0,0,0,Yes
EU28,ALP,9040,Nordic subalpine/subarctic forests with Betula pubescens ssp. czerepanovii,N,115200,S,115200,aeq,18320,18320,18320,S,18320,mt,0EQ,FV,1,U1,2XA,XX,2XA,FV,MTX,U1,S,FV,S,gen,nc,C,good,poor,unknown,FV,S,1452,773,2131,2590,1900,3280,14269,14269,14269,Yes
EU28,BOR,9040,Nordic subalpine/subarctic forests with Betula pubescens ssp. czerepanovii,N,41300,S,41300,aeq,1280,1280,1280,S,1280,aeq,0MS,FV,0MS,FV,0MS,XX,0MS,U1,MTX,U1,D,U1,S,nc,nong,C,good,good,unknown,U1,D,0,0,0,0,0,0,1280,1280,1280,Yes
EU28,CON,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,N,197014,S,197014,aeq,1993.53,1972.73,2014.36,S,1993.53,aeq,1,FV,1,FV,2XA,U1,2XA,U1,MTX,U1,S,U1,S,nc,nc,D,poor,poor,poor,U1,S,846.66,777.2,916.12,1001.65,935.45,1067.84,145.2,120.36,170.05,Yes
EU28,ALP,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,N,144919,S,145979,aeq,2975.36,2327.4,3623.3,D,,mt,1,FV,2XA,U1,1,U1,2XA,U1,MTX,U1,D,U1,S,nc,nong,C,good,poor,poor,U1,D,1217.15,1215.52,1218.77,96.4,95.07,97.72,1661.81,1013.5,2310.11,Yes
EU28,ATL,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,N,24701,S,24701,aeq,302.96,202.46,453.46,S,302.96,aeq,1,FV,1,FV,2XA,U2,2XA,XX,MTX,U2,S,U1,S,nong,nc,D,unknown,good,unknown,U1,S,,,,,,,,,,Yes
EU28,BLS,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,N,100,S,100,aeq,0.01,,,S,0.01,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,poor,poor,,U1,S,0.01,0.01,0.01,,,,,,,Yes
EU28,PAN,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,N,5143.25,S,5143.25,aeq,23.5,22,25,S,23.5,aeq,1,FV,1,FV,1,U1,2XA,U1,MTX,U1,S,FV,S,nong,nc,D,good,good,poor,FV,S,13.17,12.67,13.67,5.86,4.86,6.86,4.48,4.48,4.48,Yes
EU28,MED,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,N,128200,S,128200,aeq,895.14,895.14,895.14,S,895.14,mt,1,FV,1,U1,2XA,U2,2XA,U2,MTX,U2,S,U2,S,nc,nc,D,unknown,unknown,bad,U2,Unk,,,,,,,,,,Yes
EU28,ALP,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,228333.01,S,228333.01,aeq,1034.93,973.12,1096.74,I,1068.5,lt,1,FV,1,U1,2XA,U1,2XA,U1,MTX,U1,D,U2,S,nong,nong,C,,,,U2,D,,,,,,,,,,Yes
EU28,ATL,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,275686.64,S,275686.64,aeq,308.21,263.18,353.24,S,337.59,lt,0EQ,FV,1,U1,2XA,U2,2XA,U2,MTX,U2,S,U2,D,nc,gen,D,,,,U2,S,,,,,,,,,,Yes
EU28,BOR,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,238166,S,238166,aeq,171.54,167.06,176.01,Unk,181.57,lt,0EQ,FV,1,U1,1,U1,2XA,U1,MTX,U1,Unk,U2,Unk,nong,nc,D,,,,U2,Unk,67.54,63.48,71.6,10.84,10.48,11.2,93.15,93.09,93.2,Yes
EU28,MED,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,95869,S,99209,lt,286.15,189.9,382.4,D,286.15,mt,1,U1,2GD,U1,2GD,U1,2GD,XX,MTX,U1,D,U1,D,nc,nc,C,,,,U1,Unk,,,,,,,,,,Yes
EU28,BLS,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,2300,Unk,2300,,0.03,,,Unk,0.03,,0MS,XX,0MS,XX,0MS,FV,0MS,U1,MTX,U1,Unk,U1,S,nc,nong,D,poor,poor,poor,U1,S,0.03,0.03,0.03,,,,,,,Yes
EU28,CON,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,553658,S,553658,aeq,924.97,811.09,1038.85,S,953.71,lt,1,FV,1,U1,2XA,U1,2XA,XX,MTX,U1,S,U1,S,nc,nc,D,,,,U1,I,,,,,,,,,,Yes
EU28,PAN,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,15652.04,S,15652.04,aeq,53.08,50.08,56.08,S,53.08,aeq,0EQ,FV,0EQ,FV,1,U1,2XA,U1,MTX,U1,S,U1,S,nc,nc,D,good,good,,U1,S,33.76,31.26,36.26,5.09,4.59,5.59,14.23,14.23,14.23,Yes
EU28,ATL,91A0,Old sessile oak woods with Ilex and Blechnum in the British Isles,N,192460,S,192460,aeq,977,977,977,S,1407.5,aeq,1,FV,1,U2,1,U2,2XA,U2,MTX,U2,S,U2,D,nc,nong,D,good,poor,bad,U2,Unk,107,107,107,246,246,246,624,624,624,Yes
EU28,PAN,91N0,Pannonic inland sand dune thicket (Junipero-Populetum albae),Y,6777.23,S,6777.23,aeq,53.75,50.75,56.75,D,53.75,mt,1,FV,1,U1,2XA,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,poor,poor,bad,U2,D,18.5,15,22,34.86,32.36,37.36,5.38,3.38,7.38,Yes
EU28,STE,91X0,Dobrogean beech forests,Y,2,S,,mt,1.6,,,S,,mt,0MS,U1,0MS,U1,0MS,XX,0MS,U1,MTX,U1,S,U1,S,,,D,poor,poor,poor,U1,Unk,,,,,,,,,1.6,Yes
EU28,MED,9570,Tetraclinis articulata forests,Y,612,Unk,,aeq,0.95,0.95,0.95,Unk,,aeq,2XA,XX,2XA,XX,2XA,U1,2XA,XX,MTX,U1,Unk,U1,I,nc,nong,D,unknown,unknown,unknown,U1,S,0.65,0.65,0.65,0.18,0.18,0.18,,,,Yes
EU28,MAC,1220,Perennial vegetation of stony banks,N,5000,I,5000,aeq,43,30,50,D,43,aeq,0MS,FV,0MS,U1,0MS,U1,0MS,U1,MTX,U1,D,FV,,gen,gen,C,good,poor,poor,FV,D,32.5,25,40,7.5,5,10,0,0,0,Yes
EU28,BOR,1220,Perennial vegetation of stony banks,N,113800,S,113800,aeq,268.93,226.42,311.43,S,268.93,aeq,0EQ,FV,0EQ,FV,2XA,U1,2XA,U1,MTX,U1,S,U1,S,nc,nc,D,good,good,poor,U1,Unk,237.84,169.34,306.34,7.58,5.08,10.08,33,16,50,Yes
EU28,CON,1220,Perennial vegetation of stony banks,N,18150,S,18150,aeq,34.31,33.43,35.19,Unk,34.83,aeq,0EQ,FV,1,FV,2XA,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,good,good,bad,U2,Unk,25.74,21.77,29.71,7.28,6.69,7.86,1.3,0.91,1.68,Yes
EU28,ATL,1220,Perennial vegetation of stony banks,N,58699.21,S,58699.21,aeq,64.18,63.14,65.22,Unk,69.33,mt,0EQ,FV,1,U1,2XA,U2,2XA,U2,MTX,U2,S,U2,I,nc,gen,D,good,poor,bad,U2,S,19.31,19.05,19.58,14.39,14.08,14.7,22.48,22.42,22.53,Yes
EU28,MED,1520,Iberian gypsum vegetation (Gypsophiletalia),Y,117805,Unk,117805,x,1550.56,1550.56,1550.56,D,1550.56,x,1,XX,1,U1,2XA,XX,2XA,XX,MTX,U1,D,U1,Unk,nc,nong,C,unknown,poor,unknown,U1,D,267.21,267.21,267.21,27.63,27.63,27.63,1255.72,1255.72,1255.72,Yes
EU28,MED,2170,Dunes with Salix repens ssp. argentea (Salicion arenariae),N,3000,S,3000,aeq,,,,D,,,0MS,FV,0MS,U2,0MS,U2,0MS,U2,MTX,U2,D,U2,S,nc,nong,C,good,bad,bad,U2,D,,,,,,,,,,Yes
EU28,BOR,2170,Dunes with Salix repens ssp. argentea (Salicion arenariae),N,1473.7,S,1473.7,aeq,0.78,0.57,0.98,D,0.78,mt,0EQ,FV,1,U1,2XA,XX,2XA,U1,MTX,U1,D,U1,S,nc,gen,C,good,poor,unknown,U1,D,0.1,0.1,0.1,0,0,0,0.66,0.45,0.86,Yes
EU28,ATL,2170,Dunes with Salix repens ssp. argentea (Salicion arenariae),N,25950.87,S,25950.87,aeq,38.36,35.36,41.37,S,38.36,mt,0EQ,FV,1,U1,2XA,U1,2XA,U1,MTX,U1,D,U1,D,nc,nc,C,good,poor,poor,U1,D,,,,,,,,,,Yes
EU28,CON,2170,Dunes with Salix repens ssp. argentea (Salicion arenariae),N,7432,D,7432,mt,4.41,4.38,4.63,S,4.41,mt,1,U1,1,U1,2XA,U2,2XA,U2,MTX,U2,Unk,U1,S,nong,nong,D,poor,poor,bad,U1,Unk,2.4,1.7,3.1,1.86,1.16,2.56,0.46,0.15,0.76,Yes
EU28,BLS,5210,Arborescent matorral with Juniperus spp.,N,600,S,600,,0.06,,,S,0.06,,0MS,XX,0MS,FV,0MS,XX,0MS,U1,MTX,U1,Unk,U1,S,nc,nong,D,,,,U1,Unk,,,,,,,0.06,0.06,0.06,Yes
EU28,ATL,5210,Arborescent matorral with Juniperus spp.,N,5200,S,5200,aeq,8.41,8.41,8.41,I,8.41,aeq,0MS,FV,0MS,FV,0MS,XX,2XA,FV,MTX,FV,S,FV,Unk,nc,nong,A=,,,,FV,Unk,8.18,8.18,8.18,0.01,0.01,0.01,0.22,0.22,0.22,Yes
EU28,ALP,5210,Arborescent matorral with Juniperus spp.,N,28100,Unk,28100,aeq,91.05,77.82,104.27,D,92.4,aeq,1,U1,1,U1,2XA,XX,2XA,U1,MTX,U1,Unk,U1,S,nc,nong,D,,,,U1,Unk,1.32,1.32,1.32,0.11,0.11,0.11,76.39,76.39,76.39,Yes
EU28,CON,5210,Arborescent matorral with Juniperus spp.,N,18800,Unk,18800,aeq,59.59,58.06,61.12,S,59.83,lt,1,FV,1,U1,1,XX,2XA,U1,MTX,U1,Unk,U1,S,nc,nong,D,,,,U1,I,0.9,0.9,0.9,,,,57.21,57.21,57.21,Yes
EU28,MED,5210,Arborescent matorral with Juniperus spp.,N,397081,S,397081,aeq,7141.78,6673.33,7610.23,Unk,,,1,FV,2XA,U1,1,U1,2XA,XX,MTX,U1,Unk,U2,S,nong,nong,D,,,,U2,Unk,3660.87,3285.37,4036.37,417.7,417.7,417.7,2970.16,2970.16,2970.16,Yes
EU28,MED,5420,Sarcopoterium spinosum phryganas,N,36778,I,36778,aeq,7745.21,7745,7745.37,I,7745.21,aeq,1,FV,1,FV,1,FV,2XA,FV,MTX,FV,I,FV,S,nc,nong,A=,good,good,good,FV,S,,,,,,,,,,Yes
EU28,ALP,6440,Alluvial meadows of river valleys of the Cnidion dubii,N,3400,S,3400,aeq,,,,S,,,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,I,,,,,,,,,,Yes
EU28,BLS,6440,Alluvial meadows of river valleys of the Cnidion dubii,N,800,S,800,aeq,,,,S,,,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,I,,,,,,,,,,Yes
EU28,CON,6440,Alluvial meadows of river valleys of the Cnidion dubii,N,41832,D,44205,lt,,,,,,,1,U1,2GD,U1,2GD,U2,2GD,U2,MTX,U2,S,U2,S,nc,nc,D,,,,U2,,,,,,,,,,,Yes
EU28,PAN,6440,Alluvial meadows of river valleys of the Cnidion dubii,N,61760,D,61760,aeq,474,,,,477,lt,1,U1,2XA,U1,1,U2,2XA,U2,MTX,U2,D,U1,D,nong,nc,C,,,,U1,D,143,,,182,,,149,,,Yes
EU28,STE,6440,Alluvial meadows of river valleys of the Cnidion dubii,N,2600,S,2600,aeq,,,,S,,,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,Unk,,,,,,,,,,Yes
EU28,ATL,6440,Alluvial meadows of river valleys of the Cnidion dubii,N,1065,S,1065,,0.38,,,S,0.42,lt,0MS,FV,0MS,U1,0MS,U2,0MS,XX,MTX,U2,S,U2,Unk,nc,nong,D,,,,U2,Unk,0.27,,,0.12,,,0,,,Yes
EU28,ATL,8210,Calcareous rocky slopes with chasmophytic vegetation,N,124181,S,124181,aeq,293,293,293,S,293,aeq,0EQ,FV,1,FV,2XA,U1,2XA,U1,MTX,U1,D,XX,Unk,nong,nong,C,,,,XX,D,189,150,229,37,4,69,131,124,138,Yes
EU28,ALP,8210,Calcareous rocky slopes with chasmophytic vegetation,N,256723,I,256723,aeq,10030,9991,10069,S,10030,aeq,2GD,FV,0EQ,FV,2GD,XX,2GD,U1,MTX,U1,I,FV,S,nong,gen,B2,,,,FV,Unk,6825,5755,7895,352,3.01,700,2201,1737,2666,Yes
EU28,BOR,8210,Calcareous rocky slopes with chasmophytic vegetation,N,168280,S,168280,aeq,5.93,,,D,5.98,lt,0EQ,FV,1,U1,1,U1,2XA,U1,MTX,U1,D,U1,D,nc,nc,C,,,,U1,D,4.66,4.41,4.91,1,0.75,1.25,0.21,0.21,0.21,Yes
