featuretype,country,region,featurecode,featurename,measures_needed,measures_status,measures_purpose,measures_location,measures_response,measures_info,use_for_statistics
species,HR,CON,1040,Stylurus flavipes,No,,,,,,Yes
species,HR,CON,1066,Apatura metis,No,,,,,,Yes
species,HR,CON,1310,Miniopterus schreibersii,Yes,ident,,,,,Yes
species,HR,CON,1330,Myotis mystacinus,Yes,ident,,,,,Yes
species,HR,CON,1614,Apium repens,Yes,taken,maintain,inOut,medTerm,,Yes
species,HR,CON,2487,Acipenser ruthenus,Yes,ident,,,lonTerm,,Yes
species,HR,CON,2522,Pelecus cultratus,Yes,ident,,,,,Yes
species,HR,CON,5037,Lacerta vivipara pannonica,Yes,ident,,,,,Yes
species,HR,MED,1120,Alburnus albidus,Yes,ident,,,,,Yes
species,HR,MED,1269,Ophisaurus apodus,Yes,ident,,,,,Yes
species,HR,MED,1324,Myotis myotis,Yes,ident,,,,,Yes
species,HR,MED,1327,Eptesicus serotinus,Yes,ident,,,,,Yes
species,HR,MED,4019,Leptodirus hochenwartii,Yes,ident,,,,"CG04 - Pravilnik o strogo zašti?enim vrstama
CB15 - Mjere o?uvanja iz šumsko gospodarskih osnova (zabranjeni su radovi sje?e na otprilike 15 m od ulaza speleološki objekt, zabrana izgradnja šumskih cesta u blizini speleološkog objekta)",Yes
species,HR,MED,6095,Zamenis situla,Yes,ident,,,,,Yes
species,HR,MED,6350,Proterebia afra dalmata,Yes,ident,,,,,Yes
species,HR,MED,6965,Cottus gobio all others,Yes,ident,,,,,Yes
species,HR,MMED,1223,Dermochelys coriacea,Yes,ident,,,,,No
species,HR,MMED,1224,Caretta caretta,Yes,ident,,,lonTerm,,Yes
species,HR,MMED,1350,Delphinus delphis,No,,,,,,Yes
species,HU,PAN,1048,Aeshna viridis,No,,,,,,Yes
species,HU,PAN,1067,Lopinga achine,No,,,,,,Yes
species,HU,PAN,1166,Triturus cristatus,Yes,ident,,,medTerm,,Yes
species,HU,PAN,1307,Myotis blythii,Yes,ident,,,medTerm,,Yes
species,HU,PAN,1335,Spermophilus citellus,Yes,taken,expand,inOut,medTerm,,Yes
species,HU,PAN,1413,Lycopodium spp.,No,,,,,,Yes
species,HU,PAN,1832,Caldesia parnassifolia,Yes,ident,,,medTerm,,Yes
species,HU,PAN,2522,Pelecus cultratus,No,,,,,,Yes
species,HU,PAN,4035,Gortyna borelii lunata,Yes,taken,maintain,inOut,medTerm,,Yes
species,HU,PAN,6091,Zamenis longissimus,No,,,,,,Yes
species,IE,ATL,1024,Geomalacus maculosus,No,,,,,,Yes
species,IE,ATL,1395,Petalophyllum ralfsii,Yes,taken,maintain,inOut,srtTerm,"The maintenance of extensive cattle and sheep grazing (recorded under code CA03) is the most frequent conservation measure applied to the habitat. In some cases, the maintenance of extensive cattle and sheep grazing is undertaken through the Department of Agriculture’s Green, Low-Carbon, Agri-Environment Scheme (GLAS).  Details of participation in the GLAS scheme and of the uptake across various measures are not currently available. It is therefore not possible to precisely assess the effects of implementation of these measures in the SAC network.
It should be recognised that the management regimes of most habitats in P. ralfsii localities are driven by the landowner(s) rather than by any formal management plan or policy; therefore, the continued operation of the management regimes currently in place is not guaranteed, for e.g. commonage grazing at a number of localities.
Measure CF01 (Manage conversion of land for construction and development of infrastructures) refers to the correct implementation of planning policies, for example, carrying out appropriate assessments of Annex I habitats in SACs prior to undertaking construction projects for residential, commercial, industrial and recreational purposes, such as golf courses and club houses. All 30 P. ralfsii populations are listed as Qualifying Interests (QIs) for the 21 SACs within which they occur and therefore are protected by the Birds and Natural Habitats Regulations (Statutory Instrument No. 477/2011) which regulates any plans or projects that may negatively impact on the habitat for the species. There is also a list of Activities Requiring Consent (ARCs) that are only granted if they do not negatively impact on the QIs within an SAC. Any damaging activity that impacts the conservation status of P. ralfsii populations is regulated under the Environment Liability Regulations 2008 (S.I. 547 of 2008). While P. ralfsii is classified as Least Concern in the Republic of Ireland (Lockhart et al., 2012b), Ireland’s international responsibility to conserve the species is recognised and P. ralfsii is protected under the Flora (Protection) Order, 2015 (Statutory Instrument No. 356 of 2015); as such, it is illegal to collect the species without a licence or damage/destroy the species or its habitat. Legislation, however, does not in itself constitute a management plan; rather it is a tool by which plans may be enacted. Failure to enforce legislation is as damaging as not having a plan in place or not implementing it. Therefore, it is important that any laws or regulations that safeguard P. ralfsii be implemented and enforced.
At the three localities where P. ralfsii was not recorded during the 2016-2018 survey (Pr17a SW of Lough Naparka, Pr17c Kilshannig and Pr19 West of Inny Ferry), conservation measure CA05 Adapt mowing, grazing and other equivalent agricultural activities should be implemented to achieve a level of appropriate grazing that makes the habitat for the species more favourable for P. ralfsii.",Yes
species,IE,MATL,1345,Megaptera novaeangliae,No,,,,,,Yes
species,IE,MATL,1377,Phymatholithon calcareum,No,,,,,,Yes
species,IE,MATL,2029,Globicephala melas,No,,,,,,Yes
species,IE,MATL,2622,Kogia breviceps,No,,,,,,No
species,IT,ALP,1014,Vertigo angustior,Yes,ident,,,,,Yes
species,IT,ALP,1041,Oxygastra curtisii,No,,,,,,No
species,IT,ALP,1050,Saga pedo,No,,,,,,Yes
species,IT,ALP,1054,Papilio alexanor,No,,,,,,Yes
species,IT,ALP,1056,Parnassius mnemosyne,No,,,,,,Yes
species,IT,ALP,1076,Proserpinus proserpina,No,,,,,,Yes
species,IT,ALP,1097,Lethenteron zanandreai,Yes,taken,maintain,inOut,medTerm,,Yes
species,IT,ALP,1137,Barbus plebejus,Yes,taken,maintain,inOut,medTerm,,Yes
species,IT,ALP,1292,Natrix tessellata,No,,,,,,Yes
species,AT,ALP,1016,Vertigo moulinsiana,Yes,taken,maintain,inOut,medTerm,,Yes
species,AT,ALP,1057,Parnassius apollo,Yes,taken,maintain,inOut,medTerm,"The measures listed were implemented by some, but not all federal states with a
share of the distribution area.",Yes
species,AT,ALP,1213,Rana temporaria,Yes,ident,,,medTerm,,Yes
species,AT,ALP,1329,Plecotus austriacus,No,,,,,,Yes
species,AT,ALP,1335,Spermophilus citellus,No,,,,,,No
species,AT,ALP,1343,Sicista betulina,Yes,ident,,,medTerm,,Yes
species,AT,ALP,1355,Lutra lutra,Yes,taken,restore,inOut,medTerm,,Yes
species,AT,ALP,1764,Artemisia genipi,No,,,,,,Yes
species,AT,ALP,2485,Eudontomyzon vladykovi,Yes,ident,,,medTerm,,Yes
species,AT,ALP,4104,Himantoglossum adriaticum,Yes,ident,,,medTerm,,Yes
species,AT,ALP,5003,Myotis alcathoe,No,,,,,,No
species,AT,CON,1032,Unio crassus,Yes,ident,,,medTerm,,Yes
species,AT,CON,1159,Zingel zingel,Yes,taken,restore,in,lonTerm,"only CC04 has been partially implemented, other measures not taken yet.",Yes
species,AT,CON,1283,Coronella austriaca,No,,,,,,Yes
species,AT,CON,1295,Vipera ammodytes,Yes,taken,maintain,out,medTerm,,Yes
species,AT,CON,1326,Plecotus auritus,No,,,,,,Yes
species,AT,CON,1352,Canis lupus,Yes,,,,,,No
species,AT,CON,1379,Mannia triandra,Yes,ident,,,medTerm,"Interventions in the local forest climate can significantly influence the habitat conditions. Both reforestation and logging are threats. Due to the often small population sizes, regular monitoring is necessary.",Yes
species,AT,CON,1413,Lycopodium spp.,Yes,ident,,,medTerm,,Yes
species,AT,CON,1762,Arnica montana,Yes,taken,maintain,inOut,medTerm,,Yes
species,AT,CON,2011,Umbra krameri,Yes,ident,,,lonTerm,,Yes
species,AT,CON,6965,Cottus gobio all others,Yes,taken,restore,inOut,lonTerm,,Yes
species,AT,CON,6966,Osmoderma eremita Complex,Yes,taken,maintain,inOut,medTerm,,Yes
species,BE,ATL,1014,Vertigo angustior,Yes,taken,restore,in,medTerm,,Yes
species,BE,ATL,1042,Leucorrhinia pectoralis,Yes,taken,restore,inOut,medTerm,"Life+ Scalluvia, Interreg STEP",Yes
species,BE,ATL,1145,Misgurnus fossilis,Yes,taken,expand,inOut,lonTerm,,Yes
species,BE,ATL,1166,Triturus cristatus,Yes,taken,increase,inOut,medTerm,Species protection programme is being drafted. Expected to be finalised in 2019 and subsequently action to be taken.,Yes
species,BE,ATL,1308,Barbastella barbastellus,Yes,taken,increase,inOut,medTerm,,Yes
species,BE,ATL,1321,Myotis emarginatus,Yes,taken,restore,inOut,medTerm,,Yes
species,BE,ATL,1341,Muscardinus avellanarius,No,,,,,,Yes
species,BE,ATL,1357,Martes martes,No,,,,,,Yes
species,BE,ATL,1400,Leucobryum glaucum,No,,,,,,Yes
species,BE,ATL,1409,Sphagnum spp.,No,,,,,,Yes
species,BE,ATL,1831,Luronium natans,Yes,taken,restore,inOut,lonTerm,,Yes
species,BE,ATL,4056,Anisus vorticulus,Yes,taken,restore,inOut,medTerm,,Yes
species,BE,ATL,6966,Osmoderma eremita Complex,Yes,notIdent,,,,,Yes
species,BE,CON,1060,Lycaena dispar,Yes,taken,maintain,inOut,srtTerm,,Yes
species,BE,CON,1083,Lucanus cervus,Yes,taken,restore,inOut,medTerm,"Initialy, the Special Area of Conservation where identified without enough species distribution data. Now a lot of localities where found outside the Natura 2000 network, it becomes necessary to protect the sites occupied by the species by legal conservation measures. 
9.5: increasing the amount of dead wood and reintroducing coppice outside forests, mainly in urban (incl. parks) and agricultural areas.",Yes
species,BE,CON,1106,Salmo salar,Yes,taken,increase,inOut,medTerm,,Yes
species,BE,CON,1320,Myotis brandtii,No,,,,,,Yes
species,BE,CON,1882,Bromus grossus,Yes,taken,expand,inOut,medTerm,CA16 :   Promote the use of local seed produced on farms and /or distribution of seeds to the farmers concerned.,Yes
species,BG,ALP,1032,Unio crassus,Yes,taken,maintain,in,medTerm,,Yes
species,BG,ALP,1091,Astacus astacus,Yes,taken,maintain,inOut,medTerm,,Yes
species,BG,ALP,1335,Spermophilus citellus,Yes,taken,maintain,in,medTerm,,Yes
species,BG,ALP,1389,Meesia longiseta,Yes,taken,maintain,in,lonTerm,,Yes
species,BG,ALP,4116,Tozzia carpathica,Yes,taken,maintain,in,medTerm,,Yes
species,BG,ALP,5197,Sabanejewia balcanica,Yes,taken,maintain,inOut,medTerm,,Yes
species,BG,ALP,6145,Romanogobio uranoscopus,Yes,taken,maintain,inOut,medTerm,,Yes
species,BG,BLS,1026,Helix pomatia,Yes,taken,maintain,in,medTerm,,Yes
species,BG,BLS,1263,Lacerta viridis,Yes,taken,maintain,inOut,medTerm,,Yes
species,BG,BLS,1355,Lutra lutra,Yes,taken,maintain,in,medTerm,,Yes
species,BG,BLS,1357,Martes martes,Yes,taken,maintain,in,medTerm,,Yes
species,BG,BLS,2633,Mustela eversmanii,Yes,taken,maintain,inOut,medTerm,,Yes
species,BG,BLS,4011,Bolbelasmus unicornis,Yes,taken,maintain,in,medTerm,,Yes
species,BG,BLS,4022,Probaticus subrugosus,Yes,taken,maintain,in,medTerm,,Yes
species,BG,CON,1057,Parnassius apollo,Yes,taken,maintain,in,medTerm,,Yes
species,BG,CON,1208,Rana graeca,Yes,taken,maintain,inOut,medTerm,,Yes
species,BG,CON,1289,Telescopus fallax,Yes,taken,maintain,inOut,medTerm,,Yes
species,BG,CON,1303,Rhinolophus hipposideros,Yes,taken,maintain,in,medTerm,,Yes
species,BG,CON,1354,Ursus arctos,Yes,taken,maintain,in,medTerm,,Yes
species,BG,CON,1357,Martes martes,Yes,taken,maintain,in,medTerm,,Yes
species,BG,CON,1409,Sphagnum spp.,Yes,taken,maintain,in,medTerm,,Yes
species,BG,CON,1845,Fritillaria gussichiae,Yes,taken,maintain,inOut,medTerm,,Yes
species,BG,CON,1993,Triturus dobrogicus,Yes,taken,maintain,in,medTerm,,Yes
species,BG,CON,4011,Bolbelasmus unicornis,Yes,taken,maintain,in,medTerm,,Yes
species,ES,ALP,1088,Cerambyx cerdo,No,,,,,,Yes
species,ES,ALP,1326,Plecotus auritus,Yes,taken,increase,in,medTerm,,Yes
species,ES,ALP,1354,Ursus arctos,Yes,taken,increase,inOut,medTerm,"El proyecto LIFE Piros [LIFE13 NAT/ES/001394] terminó en 2018 y ya ha producido efectos positivos en el oso pardo en Pirineos. Aun así, se considera que los mayores efectos se notarán en los próximos años.
Actualmente se está llevando a cabo otro proyecto Life [LIFE16 GIE/ES/00062], un proyecto de gobernanza e información medioambiental que incluye a la población del Pirineo Central. 

La población de osos ha aumentado gracias a las medidas de conservación llevadas a cabo. Al mismo tiempo, el daño causado por los osos al ganado y a las explotaciones apícolas ha disminuido o se ha mantenido en niveles parecidos a los existentes anteriormente (Palazón 2017). Esto se debe a las medidas de prevención: los rebaños se han agrupado para en grupos mayores (> 1000 cabezas) y se contrataron pastores para gestionarlas. También se colocaron vallados eléctricos para evitar el daño al ganado y panales y se donaron perros a ganaderos y pastores para reducir los ataques. Las condiciones de vida de los pastores en las montañas se mejoraron a través de la construcción y remodelación de cabañas y refugios. Los Equipos de Apoyo y Conservación del Oso realizan el seguimiento de la población de osos pardos y proporcionaron información a los ganaderos, pastores, cazadores, turistas y ayuntamientos.",Yes
species,ES,ALP,1357,Martes martes,No,,,,,,Yes
species,ES,ALP,1413,Lycopodium spp.,Yes,ident,,,,,Yes
species,ES,ALP,1831,Luronium natans,Yes,taken,maintain,in,srtTerm,"Se están llevando a cabo acciones de restauración y mejora de hábitats lacustres y palustres de montaña, eliminación de especies invasoras y estudios de conservación, con el llantén de agua flotante como especie objetivo, bajo el proyecto LIFE LimnoPirineus - Restauración de hábitats leníticos y especies acuáticas de Interés Comunitario de la alta montaña de los Pirineos [LIFE13 NAT/ES/001210], durante el periodo 2014 - 2019 (http://www.lifelimnopirineus.eu).
Las acciones llevadas se están realizando en el espacio Red Natura 2000 de LIC Estanho de Vilac [ES5130006].",Yes
species,ES,ALP,1900,Spiranthes aestivalis,Yes,ident,,,,"Las principales medidas de conservación propuestas para esta especie consisten en:
-Planificación y seguimiento: Plan de gestión y sistema de seguimiento.
-Legislación, vigilancia y concienciación: Catálogos de protección legales, sistema de vigilancia/control y otras regulaciones no relacionadas con el hábitat.
-Protección y gestión del hábitat: Mantenimiento de pastizales/prados y otros hábitats abiertos, medidas relacionadas con los humedales, establecimiento de áreas protegidas, establecimiento de áreas silvestres, adaptación/abolición del uso de terrenos con fines militares y otras medidas de gestión espacial del territorio.
-Gestión de la especie objetivo: recolección de propágulos y propagación artificial y reintroducción.",Yes
species,ES,ALP,6155,Achondrostoma arcasii,Yes,ident,,,,,Yes
species,ES,ATL,1024,Geomalacus maculosus,No,,,,,,Yes
species,ES,ATL,1092,Austropotamobius pallipes,Yes,taken,expand,inOut,medTerm,,Yes
species,ES,ATL,1095,Petromyzon marinus,Yes,taken,maintain,inOut,medTerm,"Actualmente se está llevando a cabo el proyecto LIFE IREKIBAI - Ri?os abiertos: Mejorando la conectividad y los ha?bitats en los ri?os compartidos por Navarra y Gipuzkoa [LIFE14 NAT/ES/000186], que ha realizado acciones que benefician directamente a las especies migradoras como la lamprea marina (https://www.irekibai.eu/lamprea-marina/). En Navarra se han llevado a cabo derribos de presas, azudes y otras infraestructuras para la mejora de la conectividad fluvial y la permeabilización del espacio ZEC Río Bidasoa [ES2200014] el último refugio de la lamprea marina en dicha región (https://www.spancold.org/wp-content/uploads/2017/08/JT_PFS_20170622_08_Cesar_Perez.pdf).
En Galicia se está realizando el proyecto Migra-Minho, llevando a cabo acciones dirigidas a mejorar la calidad del hábitat y la conectividad del río Miño para especies migradoras (http://migraminho.org/). Estas medidas han sido realizadas en zonas protegidas como ZEC Baixo Miño [ES1140007] y ZEC Río Tea [ES1140006] (http://migraminho.org/downloads/ms_4511.pdf).
Plan marco de gestión de las zonas especiales de conservación de los cinco lugares de importancia comunitaria del litoral de la región biogeográfica atlántica de Cantabria. (Decreto 18/2017), con el objetivo de redactar y aprobar el 'Plan de Conservación de Petromyzon marinus y Lampetra planeri en Cantabria' tal y como se recoge en el Catálogo Regional de Especies Amenazadas de Cantabria.",Yes
species,ES,ATL,1329,Plecotus austriacus,Yes,ident,,,,,Yes
species,ES,ATL,1857,Narcissus pseudonarcissus subsp. nobilis,No,,,,,,Yes
species,ES,ATL,1862,Narcissus cyclamineus,Yes,taken,maintain,inOut,medTerm,,Yes
species,ES,MAC,1333,Tadarida teniotis,No,,,,,,Yes
species,ES,MAC,1564,Lotus kunkelii,Yes,ident,,,,,Yes
species,ES,MAC,1814,Cheirolophus duranii,Yes,ident,,,,,Yes
species,ES,MAC,1822,Atractylis arbuscula,Yes,ident,,,,,Yes
species,ES,MATL,2028,Pseudorca crassidens,No,,,,,,No
species,ES,MATL,2621,Balaenoptera physalus,Yes,taken,maintain,inOut,lonTerm,,Yes
species,ES,MED,1041,Oxygastra curtisii,Yes,ident,,,,"Las principales medidas de conservación propuestas para esta especie tanto dentro como fuera de la Red Natura 2000 son:
-Legislación, vigilancia y concienciación: Protección legal de hábitats y especies y establecimiento de áreas protegidas.
-Medidas relacionadas con la ordenación del territorio: Restauración/Mejora de hábitats forestales, otras medidas relacionadas con los humedales, restauración/mejora de la calidad del agua y del régimen hidrológico, gestión de las captaciones de agua y gestión de las capacitaciones de agua.
-Medidas relacionadas con la especie: Medidas de manejo específicas para una especie o un grupo de especies.",Yes
species,ES,MED,1049,Baetica ustulata,Yes,ident,,,,,Yes
species,ES,MED,1057,Parnassius apollo,Yes,ident,,,,,Yes
species,ES,MED,1095,Petromyzon marinus,Yes,taken,restore,inOut,lonTerm,"La lamprea marina está incluida en el 'Programa de Actuación de Peces Invertebrados de Medios Acuáticos Epicontinentales - Años 2015-2019' de la Junta de Andalucía. 
El proyecto LIFE Migratoebre (LIFE13 NAT/ES/000237) ha desarrollado acciones de restauración de la conectividad fluvial para especies de peces migradores, entre los que se encuentra como especie objetivo la lamprea marina, durante el periodo 2014 - 2018 (https://www.migratoebre.eu/?lang=es).",Yes
